timestamp,reciclador_id,dia,distancia_vertedero_m,lat,lon,CH4_ppm,H2S_ppb,temperatura_c
2026-05-01 12:00:00,REC_01,1,330.9,-0.381458,-78.312626,6.944,44.89,16.7
2026-05-01 12:05:00,REC_01,1,330.9,-0.384732,-78.318693,7.354,47.69,22.1
2026-05-01 12:10:00,REC_01,1,330.9,-0.384207,-78.316714,5.561,51.02,16.0
2026-05-01 12:15:00,REC_01,1,330.9,-0.380987,-78.315222,7.152,48.62,18.3
2026-05-01 12:20:00,REC_01,1,330.9,-0.383091,-78.313749,6.916,42.12,19.4
2026-05-01 12:25:00,REC_01,1,330.9,-0.37772,-78.313099,7.234,35.0,23.4
2026-05-01 12:30:00,REC_01,1,330.9,-0.387659,-78.314348,7.102,46.27,17.5
2026-05-01 12:35:00,REC_01,1,330.9,-0.382213,-78.314986,6.107,23.15,20.9
2026-05-01 12:40:00,REC_01,1,330.9,-0.381199,-78.317097,7.785,50.27,17.8
2026-05-01 12:45:00,REC_01,1,330.9,-0.386592,-78.315677,6.965,40.82,17.7
2026-05-01 12:50:00,REC_01,1,330.9,-0.383626,-78.316866,5.229,31.24,18.8
2026-05-01 12:55:00,REC_01,1,330.9,-0.382363,-78.317639,7.433,50.58,13.2
2026-05-01 13:00:00,REC_01,1,330.9,-0.380119,-78.312076,6.096,42.74,15.5
2026-05-01 13:05:00,REC_01,1,330.9,-0.378646,-78.31619,6.948,39.37,21.5
2026-05-01 13:10:00,REC_01,1,330.9,-0.378833,-78.314067,,36.3,16.7
2026-05-01 13:15:00,REC_01,1,330.9,-0.378967,-78.314042,6.917,24.61,17.6
2026-05-01 13:20:00,REC_01,1,330.9,-0.380355,-78.315708,6.802,49.13,18.0
2026-05-01 13:25:00,REC_01,1,330.9,-0.382091,-78.313332,7.828,38.41,13.7
2026-05-01 13:30:00,REC_01,1,330.9,-0.381058,-78.317572,6.31,42.36,24.2
2026-05-01 13:35:00,REC_01,1,330.9,-0.384977,-78.321002,6.935,31.93,17.4
2026-05-01 13:40:00,REC_01,1,330.9,-0.381756,-78.313086,7.109,38.79,20.6
2026-05-01 13:45:00,REC_01,1,330.9,-0.386984,-78.309578,6.695,34.08,17.1
2026-05-01 13:50:00,REC_01,1,330.9,-0.383214,-78.313794,7.872,30.55,15.1
2026-05-01 13:55:00,REC_01,1,330.9,-0.386014,-78.317261,7.255,31.97,17.9
2026-05-01 14:00:00,REC_01,1,330.9,-0.382645,-78.313968,6.572,35.65,21.2
2026-05-01 14:05:00,REC_01,1,330.9,-0.380256,-78.318022,7.714,57.45,22.7
2026-05-01 14:10:00,REC_01,1,330.9,-0.389041,-78.313876,8.308,27.98,18.1
2026-05-01 14:15:00,REC_01,1,330.9,-0.385178,-78.317846,7.293,34.79,16.8
2026-05-01 14:20:00,REC_01,1,330.9,-0.382129,-78.316955,5.189,43.93,18.7
2026-05-01 14:25:00,REC_01,1,330.9,-0.382677,-78.31057,7.41,42.68,22.9
2026-05-01 14:30:00,REC_01,1,330.9,-0.382461,-78.324923,6.739,30.44,16.6
2026-05-01 14:35:00,REC_01,1,330.9,-0.382497,-78.308349,6.946,29.34,13.2
2026-05-01 14:40:00,REC_01,1,330.9,-0.379981,-78.314385,6.709,44.54,15.8
2026-05-01 14:45:00,REC_01,1,330.9,-0.383032,-78.315236,9.138,39.81,22.7
2026-05-01 14:50:00,REC_01,1,330.9,-0.384255,-78.317657,6.715,43.16,19.6
2026-05-01 14:55:00,REC_01,1,330.9,-0.380457,-78.31745,8.019,36.29,21.9
2026-05-01 15:00:00,REC_01,1,330.9,-0.388041,-78.316652,8.032,31.71,17.3
2026-05-01 15:05:00,REC_01,1,330.9,-0.382439,-78.316204,7.849,31.38,19.7
2026-05-01 15:10:00,REC_01,1,330.9,-0.380402,-78.316454,7.598,48.43,16.5
2026-05-01 15:15:00,REC_01,1,330.9,-0.382094,-78.317743,7.514,50.53,20.5
2026-05-01 15:20:00,REC_01,1,330.9,-0.384582,-78.318358,8.221,34.9,20.9
2026-05-01 15:25:00,REC_01,1,330.9,-0.382457,-78.319875,7.97,25.4,16.5
2026-05-01 15:30:00,REC_01,1,330.9,-0.382758,-78.308769,6.478,19.86,17.4
2026-05-01 15:35:00,REC_01,1,330.9,-0.381529,-78.316049,7.228,52.71,19.3
2026-05-01 15:40:00,REC_01,1,330.9,-0.382748,-78.3164,6.118,53.55,17.7
2026-05-01 15:45:00,REC_01,1,330.9,-0.381728,-78.318464,7.816,58.76,17.6
2026-05-01 15:50:00,REC_01,1,330.9,-0.38399,-78.314816,7.873,19.89,21.8
2026-05-01 15:55:00,REC_01,1,330.9,-0.383747,-78.31672,6.536,29.45,14.0
2026-05-02 08:00:00,REC_01,2,330.9,-0.386352,-78.31515,8.055,23.7,15.6
2026-05-02 08:05:00,REC_01,2,330.9,-0.382852,-78.319048,7.059,33.03,20.0
2026-05-02 08:10:00,REC_01,2,330.9,-0.379134,-78.324678,9.247,29.6,11.8
2026-05-02 08:15:00,REC_01,2,330.9,-0.384064,-78.31715,6.198,40.77,19.6
2026-05-02 08:20:00,REC_01,2,330.9,-0.381844,-78.319018,6.901,37.9,17.7
2026-05-02 08:25:00,REC_01,2,330.9,-0.383691,-78.315199,7.215,39.24,14.8
2026-05-02 08:30:00,REC_01,2,330.9,-0.382596,-78.315942,7.842,30.93,22.9
2026-05-02 08:35:00,REC_01,2,330.9,-0.378006,-78.320425,6.385,25.1,15.6
2026-05-02 08:40:00,REC_01,2,330.9,-0.37956,-78.32321,7.796,27.15,12.7
2026-05-02 08:45:00,REC_01,2,330.9,-0.383393,-78.317707,,46.23,22.0
2026-05-02 08:50:00,REC_01,2,330.9,-0.385169,-78.317954,8.915,,14.1
2026-05-02 08:55:00,REC_01,2,330.9,-0.381644,-78.310683,7.272,25.42,20.2
2026-05-02 09:00:00,REC_01,2,330.9,-0.386311,-78.315169,8.487,51.02,17.5
2026-05-02 09:05:00,REC_01,2,330.9,-0.382704,-78.321003,7.836,35.67,19.7
2026-05-02 09:10:00,REC_01,2,330.9,-0.381578,-78.321961,8.264,31.38,24.2
2026-05-02 09:15:00,REC_01,2,330.9,-0.387858,-78.316716,6.947,43.32,16.0
2026-05-02 09:20:00,REC_01,2,330.9,-0.38276,-78.317705,6.909,40.39,23.9
2026-05-02 09:25:00,REC_01,2,330.9,-0.381702,-78.319963,7.153,42.45,20.8
2026-05-02 09:30:00,REC_01,2,330.9,-0.380106,-78.316341,6.135,36.64,20.5
2026-05-02 09:35:00,REC_01,2,330.9,-0.381401,-78.32128,7.686,34.82,17.8
2026-05-02 09:40:00,REC_01,2,330.9,-0.38196,-78.31734,7.846,39.53,21.4
2026-05-02 09:45:00,REC_01,2,330.9,-0.381797,-78.319827,7.127,27.21,21.8
2026-05-02 09:50:00,REC_01,2,330.9,-0.385252,-78.313569,7.521,23.02,20.6
2026-05-02 09:55:00,REC_01,2,330.9,-0.383159,-78.31303,7.417,44.16,15.9
2026-05-02 10:00:00,REC_01,2,330.9,-0.388345,-78.321976,7.927,40.97,15.4
2026-05-02 10:05:00,REC_01,2,330.9,-0.386453,-78.322501,7.826,30.41,14.4
2026-05-02 10:10:00,REC_01,2,330.9,-0.376371,-78.318692,7.058,31.85,21.5
2026-05-02 10:15:00,REC_01,2,330.9,-0.385097,-78.315034,8.488,34.31,16.1
2026-05-02 10:20:00,REC_01,2,330.9,-0.380912,-78.313554,6.892,29.07,19.0
2026-05-02 10:25:00,REC_01,2,330.9,-0.380486,-78.31922,6.89,57.31,18.5
2026-05-02 10:30:00,REC_01,2,330.9,-0.385852,-78.316386,7.626,47.12,12.8
2026-05-02 10:35:00,REC_01,2,330.9,-0.383325,-78.314616,6.185,31.73,14.8
2026-05-02 10:40:00,REC_01,2,330.9,-0.379683,-78.315671,4.406,31.49,22.0
2026-05-02 10:45:00,REC_01,2,330.9,-0.382383,-78.313901,6.285,40.37,19.3
2026-05-02 10:50:00,REC_01,2,330.9,-0.380274,-78.312105,7.593,45.31,16.1
2026-05-02 10:55:00,REC_01,2,330.9,-0.385801,-78.318769,7.575,35.49,19.5
2026-05-02 11:00:00,REC_01,2,330.9,-0.380847,-78.321168,7.01,38.48,18.1
2026-05-02 11:05:00,REC_01,2,330.9,-0.382659,-78.3159,7.263,50.42,16.8
2026-05-02 11:10:00,REC_01,2,330.9,-0.382773,-78.315474,8.158,26.92,17.4
2026-05-02 11:15:00,REC_01,2,330.9,-0.380405,-78.31814,6.867,23.98,18.4
2026-05-02 11:20:00,REC_01,2,330.9,-0.383693,-78.322806,7.485,34.25,20.2
2026-05-02 11:25:00,REC_01,2,330.9,-0.383833,-78.314754,8.055,28.62,21.0
2026-05-02 11:30:00,REC_01,2,330.9,-0.383967,-78.320141,8.088,48.94,17.7
2026-05-02 11:35:00,REC_01,2,330.9,-0.38392,-78.318833,7.698,45.64,16.0
2026-05-02 11:40:00,REC_01,2,330.9,-0.381783,-78.316787,7.951,35.71,18.8
2026-05-02 11:45:00,REC_01,2,330.9,-0.381477,-78.319533,7.007,42.13,19.0
2026-05-02 11:50:00,REC_01,2,330.9,-0.386392,-78.316849,8.19,42.39,19.1
2026-05-02 11:55:00,REC_01,2,330.9,-0.383343,-78.321474,6.585,32.53,19.7
2026-05-02 12:00:00,REC_01,2,330.9,-0.383819,-78.318764,6.969,38.25,25.4
2026-05-02 12:05:00,REC_01,2,330.9,-0.381863,-78.316773,6.794,41.43,16.3
2026-05-02 12:10:00,REC_01,2,330.9,-0.381725,-78.311355,9.113,38.27,15.4
2026-05-02 12:15:00,REC_01,2,330.9,-0.385496,-78.316114,7.221,37.02,14.8
2026-05-02 12:20:00,REC_01,2,330.9,-0.382473,-78.319096,6.796,34.89,23.4
2026-05-02 12:25:00,REC_01,2,330.9,-0.380033,-78.316356,7.477,33.82,20.9
2026-05-02 12:30:00,REC_01,2,330.9,-0.384409,-78.316086,7.512,55.91,14.9
2026-05-02 12:35:00,REC_01,2,330.9,-0.38359,-78.3195,6.768,62.17,20.3
2026-05-02 12:40:00,REC_01,2,330.9,-0.384807,-78.316065,6.289,42.97,21.3
2026-05-02 12:45:00,REC_01,2,330.9,-0.386005,-78.321385,7.102,23.54,24.0
2026-05-02 12:50:00,REC_01,2,330.9,-0.380899,-78.316162,5.885,33.87,19.6
2026-05-02 12:55:00,REC_01,2,330.9,-0.385357,-78.315729,6.188,41.67,17.1
2026-05-02 13:00:00,REC_01,2,330.9,-0.390003,-78.315994,7.066,46.95,14.5
2026-05-02 13:05:00,REC_01,2,330.9,-0.387037,-78.313377,7.446,44.91,15.9
2026-05-02 13:10:00,REC_01,2,330.9,-0.389585,-78.315937,5.946,36.28,17.2
2026-05-02 13:15:00,REC_01,2,330.9,-0.381738,-78.314159,8.178,31.75,21.7
2026-05-02 13:20:00,REC_01,2,330.9,-0.38421,-78.315561,7.481,48.84,17.0
2026-05-02 13:25:00,REC_01,2,330.9,-0.386405,-78.31727,6.75,37.41,19.3
2026-05-02 13:30:00,REC_01,2,330.9,-0.383701,-78.313442,7.302,42.08,11.7
2026-05-02 13:35:00,REC_01,2,330.9,-0.381367,-78.31587,9.541,30.95,16.0
2026-05-02 13:40:00,REC_01,2,330.9,-0.383393,-78.31069,7.629,31.12,20.9
2026-05-02 13:45:00,REC_01,2,330.9,-0.381952,-78.31993,7.437,40.04,20.0
2026-05-02 13:50:00,REC_01,2,330.9,-0.380285,-78.317457,6.574,40.83,19.0
2026-05-02 13:55:00,REC_01,2,330.9,-0.386101,-78.313559,8.339,24.98,19.7
2026-05-02 14:00:00,REC_01,2,330.9,-0.382939,-78.319786,8.223,36.36,14.2
2026-05-02 14:05:00,REC_01,2,330.9,-0.384211,-78.320579,5.876,26.03,16.2
2026-05-02 14:10:00,REC_01,2,330.9,-0.390047,-78.318749,8.063,,18.2
2026-05-02 14:15:00,REC_01,2,330.9,-0.387898,-78.312364,8.092,29.2,12.5
2026-05-02 14:20:00,REC_01,2,330.9,-0.384058,-78.315524,7.735,43.06,17.4
2026-05-02 14:25:00,REC_01,2,330.9,-0.386253,-78.313787,7.633,31.49,16.1
2026-05-02 14:30:00,REC_01,2,330.9,-0.38511,-78.32146,8.403,44.64,17.6
2026-05-02 14:35:00,REC_01,2,330.9,-0.382633,-78.316219,7.064,53.23,15.2
2026-05-02 14:40:00,REC_01,2,330.9,-0.385037,-78.316509,8.309,37.85,19.4
2026-05-02 14:45:00,REC_01,2,330.9,-0.382096,-78.315201,7.302,36.18,14.1
2026-05-02 14:50:00,REC_01,2,330.9,-0.381059,-78.318802,6.971,44.47,20.4
2026-05-02 14:55:00,REC_01,2,330.9,-0.385646,-78.310032,6.743,40.37,14.3
2026-05-02 15:00:00,REC_01,2,330.9,-0.379626,-78.31183,6.908,42.08,13.4
2026-05-02 15:05:00,REC_01,2,330.9,-0.383306,-78.315456,7.405,40.97,15.7
2026-05-02 15:10:00,REC_01,2,330.9,-0.382392,-78.318302,7.972,47.29,13.1
2026-05-02 15:15:00,REC_01,2,330.9,-0.385434,-78.31846,7.642,29.65,17.4
2026-05-02 15:20:00,REC_01,2,330.9,-0.380207,-78.316374,6.693,44.07,19.4
2026-05-02 15:25:00,REC_01,2,330.9,-0.37746,-78.317481,8.885,44.01,23.2
2026-05-02 15:30:00,REC_01,2,330.9,-0.386045,-78.316456,6.398,43.49,22.8
2026-05-02 15:35:00,REC_01,2,330.9,-0.387521,-78.316481,6.946,34.18,20.3
2026-05-02 15:40:00,REC_01,2,330.9,-0.384882,-78.315615,6.592,40.26,19.5
2026-05-02 15:45:00,REC_01,2,330.9,-0.385969,-78.318813,7.657,29.89,17.3
2026-05-02 15:50:00,REC_01,2,330.9,-0.376833,-78.320094,6.512,25.65,20.5
2026-05-02 15:55:00,REC_01,2,330.9,-0.381908,-78.318016,7.216,35.38,21.5
2026-05-03 08:00:00,REC_01,3,330.9,-0.384821,-78.317409,7.646,43.25,14.4
2026-05-03 08:05:00,REC_01,3,330.9,-0.382789,-78.317375,6.909,38.86,18.6
2026-05-03 08:10:00,REC_01,3,330.9,-0.385251,-78.315111,9.163,36.05,10.4
2026-05-03 08:15:00,REC_01,3,330.9,-0.383138,-78.322107,7.242,42.52,16.1
2026-05-03 08:20:00,REC_01,3,330.9,-0.38168,-78.320547,7.418,32.11,15.1
2026-05-03 08:25:00,REC_01,3,330.9,-0.383488,-78.318391,7.525,32.95,16.8
2026-05-03 08:30:00,REC_01,3,330.9,-0.383253,-78.318886,7.433,33.43,13.4
2026-05-03 08:35:00,REC_01,3,330.9,-0.383927,-78.317086,7.921,30.1,21.0
2026-05-03 08:40:00,REC_01,3,330.9,-0.380664,-78.314413,8.157,,17.9
2026-05-03 08:45:00,REC_01,3,330.9,-0.385689,-78.316373,7.051,,14.6
2026-05-03 08:50:00,REC_01,3,330.9,-0.38918,-78.310518,6.396,38.21,14.4
2026-05-03 08:55:00,REC_01,3,330.9,-0.384635,-78.319324,7.159,20.03,11.2
2026-05-03 09:00:00,REC_01,3,330.9,-0.388097,-78.31792,8.105,29.49,17.7
2026-05-03 09:05:00,REC_01,3,330.9,-0.380902,-78.318621,7.928,40.67,18.5
2026-05-03 09:10:00,REC_01,3,330.9,-0.383987,-78.31643,7.262,52.23,18.7
2026-05-03 09:15:00,REC_01,3,330.9,-0.379404,-78.319643,6.827,32.03,14.0
2026-05-03 09:20:00,REC_01,3,330.9,-0.382452,-78.318824,,34.97,15.7
2026-05-03 09:25:00,REC_01,3,330.9,-0.379367,-78.320458,7.895,43.31,16.5
2026-05-03 09:30:00,REC_01,3,330.9,-0.38505,-78.316584,7.704,48.25,22.4
2026-05-03 09:35:00,REC_01,3,330.9,-0.382222,-78.31503,8.63,31.62,17.4
2026-05-03 09:40:00,REC_01,3,330.9,-0.381562,-78.316257,5.801,22.87,16.5
2026-05-03 09:45:00,REC_01,3,330.9,-0.380561,-78.315788,6.926,27.73,18.8
2026-05-03 09:50:00,REC_01,3,330.9,-0.379659,-78.31712,7.861,31.95,20.7
2026-05-03 09:55:00,REC_01,3,330.9,-0.383209,-78.316983,7.779,41.06,17.7
2026-05-03 10:00:00,REC_01,3,330.9,-0.381817,-78.314529,7.215,26.52,24.9
2026-05-03 10:05:00,REC_01,3,330.9,-0.381429,-78.315714,8.051,52.95,20.7
2026-05-03 10:10:00,REC_01,3,330.9,-0.380815,-78.31948,6.991,38.3,21.9
2026-05-03 10:15:00,REC_01,3,330.9,-0.37896,-78.318244,6.853,44.21,14.7
2026-05-03 10:20:00,REC_01,3,330.9,-0.384663,-78.319161,6.031,29.6,15.5
2026-05-03 10:25:00,REC_01,3,330.9,-0.378928,-78.311657,,24.86,15.7
2026-05-03 10:30:00,REC_01,3,330.9,-0.382757,-78.319207,8.124,33.87,24.6
2026-05-03 10:35:00,REC_01,3,330.9,-0.37764,-78.311807,6.954,53.35,20.9
2026-05-03 10:40:00,REC_01,3,330.9,-0.379952,-78.318648,7.185,48.95,20.8
2026-05-03 10:45:00,REC_01,3,330.9,-0.385958,-78.31923,7.737,35.0,17.6
2026-05-03 10:50:00,REC_01,3,330.9,-0.377715,-78.31993,7.343,43.07,17.0
2026-05-03 10:55:00,REC_01,3,330.9,-0.389112,-78.32046,7.4,48.04,19.0
2026-05-03 11:00:00,REC_01,3,330.9,-0.388988,-78.316189,6.769,44.63,21.1
2026-05-03 11:05:00,REC_01,3,330.9,-0.379129,-78.320034,7.035,36.92,17.8
2026-05-03 11:10:00,REC_01,3,330.9,-0.380599,-78.314366,4.894,37.17,19.1
2026-05-03 11:15:00,REC_01,3,330.9,-0.382935,-78.319629,6.313,41.28,15.3
2026-05-03 11:20:00,REC_01,3,330.9,-0.384211,-78.311996,6.519,31.07,16.4
2026-05-03 11:25:00,REC_01,3,330.9,-0.386693,-78.321988,7.18,,14.9
2026-05-03 11:30:00,REC_01,3,330.9,-0.381193,-78.31641,7.389,39.15,17.7
2026-05-03 11:35:00,REC_01,3,330.9,-0.381599,-78.320699,6.708,29.57,25.2
2026-05-03 11:40:00,REC_01,3,330.9,-0.38458,-78.318326,6.544,35.93,19.9
2026-05-03 11:45:00,REC_01,3,330.9,-0.382843,-78.315562,6.831,36.09,23.4
2026-05-03 11:50:00,REC_01,3,330.9,-0.384645,-78.31067,6.178,37.99,23.3
2026-05-03 11:55:00,REC_01,3,330.9,-0.383129,-78.318642,6.363,49.63,17.8
2026-05-03 12:00:00,REC_01,3,330.9,-0.379814,-78.319005,6.624,34.37,13.7
2026-05-03 12:05:00,REC_01,3,330.9,-0.381766,-78.315748,7.267,,17.9
2026-05-03 12:10:00,REC_01,3,330.9,-0.38305,-78.314056,7.142,32.57,15.1
2026-05-03 12:15:00,REC_01,3,330.9,-0.385004,-78.322192,7.187,48.93,18.6
2026-05-03 12:20:00,REC_01,3,330.9,-0.381004,-78.317275,8.141,42.75,14.3
2026-05-03 12:25:00,REC_01,3,330.9,-0.384583,-78.317497,7.285,45.13,19.5
2026-05-03 12:30:00,REC_01,3,330.9,-0.382406,-78.314417,6.754,34.33,17.4
2026-05-03 12:35:00,REC_01,3,330.9,-0.382576,-78.315136,6.26,39.99,18.0
2026-05-03 12:40:00,REC_01,3,330.9,-0.386867,-78.317466,8.11,49.91,18.1
2026-05-03 12:45:00,REC_01,3,330.9,-0.381511,-78.315887,6.977,32.01,18.9
2026-05-03 12:50:00,REC_01,3,330.9,-0.383796,-78.312782,6.948,22.81,17.7
2026-05-03 12:55:00,REC_01,3,330.9,-0.38582,-78.318396,5.399,42.82,16.8
2026-05-03 13:00:00,REC_01,3,330.9,-0.387855,-78.312968,7.802,48.51,17.7
2026-05-03 13:05:00,REC_01,3,330.9,-0.38567,-78.313116,8.171,41.43,14.6
2026-05-03 13:10:00,REC_01,3,330.9,-0.384828,-78.314367,6.869,42.65,22.1
2026-05-03 13:15:00,REC_01,3,330.9,-0.38725,-78.314529,8.001,46.68,20.0
2026-05-03 13:20:00,REC_01,3,330.9,-0.386199,-78.31625,7.409,43.66,12.9
2026-05-03 13:25:00,REC_01,3,330.9,-0.38349,-78.317263,5.369,40.48,15.2
2026-05-03 13:30:00,REC_01,3,330.9,-0.384606,-78.314448,7.013,,18.6
2026-05-03 13:35:00,REC_01,3,330.9,-0.38488,-78.314722,7.445,45.56,16.8
2026-05-03 13:40:00,REC_01,3,330.9,-0.388956,-78.317589,6.462,39.19,13.2
2026-05-03 13:45:00,REC_01,3,330.9,-0.380603,-78.313993,7.814,41.88,18.6
2026-05-03 13:50:00,REC_01,3,330.9,-0.383051,-78.318101,7.778,33.26,15.8
2026-05-03 13:55:00,REC_01,3,330.9,-0.381374,-78.31474,7.22,40.58,26.1
2026-05-03 14:00:00,REC_01,3,330.9,-0.380643,-78.31601,8.37,35.64,24.3
2026-05-03 14:05:00,REC_01,3,330.9,-0.380951,-78.319596,6.301,30.34,18.1
2026-05-03 14:10:00,REC_01,3,330.9,-0.378863,-78.314867,7.53,39.6,24.9
2026-05-03 14:15:00,REC_01,3,330.9,-0.389923,-78.317361,7.277,34.94,11.8
2026-05-03 14:20:00,REC_01,3,330.9,-0.383915,-78.316679,6.475,33.1,21.3
2026-05-03 14:25:00,REC_01,3,330.9,-0.383841,-78.319037,6.729,41.47,17.4
2026-05-03 14:30:00,REC_01,3,330.9,-0.383356,-78.313472,7.274,21.16,16.8
2026-05-03 14:35:00,REC_01,3,330.9,-0.383844,-78.314384,6.669,45.11,22.6
2026-05-03 14:40:00,REC_01,3,330.9,-0.385425,-78.315672,7.307,33.54,15.5
2026-05-03 14:45:00,REC_01,3,330.9,-0.384773,-78.315164,5.424,50.63,17.5
2026-05-03 14:50:00,REC_01,3,330.9,-0.38268,-78.314423,8.132,24.58,19.1
2026-05-03 14:55:00,REC_01,3,330.9,-0.385534,-78.321791,7.7,38.92,16.1
2026-05-03 15:00:00,REC_01,3,330.9,-0.380734,-78.312838,5.623,44.32,19.4
2026-05-03 15:05:00,REC_01,3,330.9,-0.386584,-78.317497,7.867,30.9,22.3
2026-05-03 15:10:00,REC_01,3,330.9,-0.388807,-78.313186,5.736,32.91,22.8
2026-05-03 15:15:00,REC_01,3,330.9,-0.386943,-78.319593,,36.43,16.7
2026-05-03 15:20:00,REC_01,3,330.9,-0.383752,-78.318841,6.061,48.16,21.3
2026-05-03 15:25:00,REC_01,3,330.9,-0.384686,-78.316838,,53.59,14.6
2026-05-03 15:30:00,REC_01,3,330.9,-0.386594,-78.317785,7.109,41.73,12.6
2026-05-03 15:35:00,REC_01,3,330.9,-0.382613,-78.315981,6.907,37.71,20.7
2026-05-03 15:40:00,REC_01,3,330.9,-0.381713,-78.322817,5.959,26.56,18.5
2026-05-03 15:45:00,REC_01,3,330.9,-0.379617,-78.31989,6.247,36.7,15.4
2026-05-03 15:50:00,REC_01,3,330.9,-0.383117,-78.315218,6.182,31.53,20.9
2026-05-03 15:55:00,REC_01,3,330.9,-0.376298,-78.315824,5.731,36.81,20.7
2026-05-01 08:00:00,REC_02,1,201.0,-0.375367,-78.321209,8.118,44.1,18.8
2026-05-01 08:05:00,REC_02,1,201.0,-0.384475,-78.315893,8.864,47.42,17.0
